@relation house_data

@attribute sizeMeters numeric real
@attribute furnished {yes, no}
@attribute hasLift {yes, no}
@attribute ownerType {individual, estate}
@attribute legalized {me_hipoteke, pa_hipoteke}
@attribute buildingyear numeric
@attribute city {1AliDemi_TreguElektrik, 1Poligrafiku_Autotraktoret_Shkoze, 10Qender–Posta_LidhjaShkrimtareve,10Rr.Durresit_Prokuroria,11Instituti_Kamez_Paskuqan,11Laprake_Spitaliushtarak_Dogana,2Pazariiri_9katshet_Barrikada,2Piramida_ETC_TVSH_Stadiumi,2QytetiStudenti_Sauk,2Rr.eElbasanit_ShkollaBaletit,2TEG_Lunder_Farke_MjullBathore,3Fresku_Linze_Dajt,3Ministriaejashtme_Brryli,3Xhamlliku_Oxhaku_Profarma,4Kinostudio_Porcelan,4Spitali_Allias_Tufine,5Blloku,5KomunaParisit_KristalCenter,5Liqeni_Rr.Kosovareve_PetroNini,5Liqenithate_KopshtiBotanik,5Selite_KodraeDiellit,5StadiumiDinamo_SheshiWillson,5VasilShanto_BllokuVilaveSelite,6Astir_Unazaere_TeodorKeko,6Kombinat_Vaqarr_Ndroq,6PallatimeShigjeta_Delijorgji,6Yzberisht_MistoMame,7BllokuAmbasadave_Inxh.Ndertimit,7Ekspozita_GjykataRrethit,7FushaAviacionit,7MyslymShyri_DrejtoriaPolicise,7Parku_Globe_FabrikaBukes,7Rr.eKavajes_21Dhjetori,8ConcordCenter_5Maji,8Medreseja_TreguIndustrial,8Rr.Bardhyl_SiriKodra_RizaCerova,8Selvia_Rr.eDibres_Gj.Partizani,9DonBosko_JordanMisja,9Qender,9Rr.Fortuzi_MinePeza,9StacioniTrenit_ZoguiZi}
@attribute type {one_plus_one, two_plus_one}
@attribute price numeric


@data
73,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,46000
102,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,65000
112,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,70000
140,no,yes,estate,me_hipoteke,2020,5StadiumiDinamo_SheshiWillson,two_plus_one,85000
140,no,yes,estate,me_hipoteke,2020,5StadiumiDinamo_SheshiWillson,two_plus_one,85000
110,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,one_plus_one,86000
150,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,120000
111,no,yes,estate,me_hipoteke,2020,6PallatimeShigjeta_Delijorgji,one_plus_one,100000
96,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,one_plus_one,77000
105,no,yes,estate,me_hipoteke,2020,3Xhamlliku_Oxhaku_Profarma,one_plus_one,73500
70,no,yes,estate,me_hipoteke,2020,8Medreseja_TreguIndustrial,one_plus_one,60000
78,no,yes,estate,me_hipoteke,2020,7FushaAviacionit,one_plus_one,57000
79,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,60000
90,no,yes,estate,me_hipoteke,2020,2Rr.eElbasanit_ShkollaBaletit,one_plus_one,90000
98,no,yes,estate,me_hipoteke,2020,7Parku_Globe_FabrikaBukes,two_plus_one,93100
95,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,93000
133,no,yes,estate,me_hipoteke,2020,5Blloku,two_plus_one,199500
60,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,one_plus_one,65000
80,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,85000
117,no,yes,estate,me_hipoteke,2020,2Rr.eElbasanit_ShkollaBaletit,two_plus_one,120000
86,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,80000
94,no,yes,estate,me_hipoteke,2020,7Parku_Globe_FabrikaBukes,two_plus_one,65000
104,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,97000
101,no,yes,estate,me_hipoteke,2020,2QytetiStudenti_Sauk,two_plus_one,125000
40,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,30000
79,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,60000
0,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,55000
91,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,85000
95,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,two_plus_one,107000
112,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,137000
90,no,yes,estate,me_hipoteke,2020,2Rr.eElbasanit_ShkollaBaletit,one_plus_one,90000
96,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,63000
98,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,65000
83,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,60000
66,no,yes,estate,me_hipoteke,2020,9Qender,two_plus_one,93000
110,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,110000
79,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,58000
64,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,70000
63,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,69000
86,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,two_plus_one,140000
105,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,88000
104,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,two_plus_one,104000
88,no,yes,estate,me_hipoteke,2020,3Xhamlliku_Oxhaku_Profarma,two_plus_one,79200
0,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,two_plus_one,65000
102,no,yes,estate,me_hipoteke,2020,2Rr.eElbasanit_ShkollaBaletit,two_plus_one,107100
99,no,yes,estate,me_hipoteke,2020,5Liqeni_Rr.Kosovareve_PetroNini,one_plus_one,124000
127,no,yes,estate,me_hipoteke,2020,5Liqeni_Rr.Kosovareve_PetroNini,two_plus_one,160000
100,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,74000
97,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,74000
131,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,113000
90,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,68000
121,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,119000
115,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,one_plus_one,115000
132,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,two_plus_one,132000
72,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,58000
56,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,one_plus_one,61000
81,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,98000
102,no,yes,estate,me_hipoteke,2020,6PallatimeShigjeta_Delijorgji,two_plus_one,83500
60,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,75000
120,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,78000
79,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,60000
111,no,yes,estate,me_hipoteke,2020,10Qender–Posta_LidhjaShkrimtareve,two_plus_one,120000
56,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,one_plus_one,61000
81,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,98000
64,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,one_plus_one,60000
111,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,two_plus_one,120000
95,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,40000
74,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,one_plus_one,40700
65,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,one_plus_one,60000
57,no,yes,estate,me_hipoteke,2020,5Blloku,one_plus_one,199500
74,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,one_plus_one,63000
82,no,yes,estate,me_hipoteke,2020,7MyslymShyri_DrejtoriaPolicise,one_plus_one,112900
93,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,62000
89,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,98000
140,no,yes,estate,me_hipoteke,2020,9Qender,two_plus_one,165000
120,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,one_plus_one,115000
140,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,145000
102,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,two_plus_one,129000
95,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,two_plus_one,119000
97,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,64000
72,no,yes,estate,me_hipoteke,2020,8ConcordCenter_5Maji,one_plus_one,58000
129,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,114000
111,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,100000
107,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,96000
119,no,yes,estate,me_hipoteke,2020,5Liqeni_Rr.Kosovareve_PetroNini,two_plus_one,140000
68,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,74800
97,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,74000
70,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,53000
106,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,80000
90,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,68000
74,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,56000
88,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,88000
101,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,74000
62,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,47000
74,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,56000
55,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,42000
73,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,81000
73,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,53000
50,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,37000
63,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,46000
87,no,yes,estate,me_hipoteke,2020,4Kinostudio_Porcelan,two_plus_one,74000
96,no,yes,estate,me_hipoteke,2020,11Laprake_Spitaliushtarak_Dogana,two_plus_one,68000
78,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,105000
69,no,yes,estate,me_hipoteke,2020,9Qender,one_plus_one,82000
123,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,170000
79,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,one_plus_one,50000
73,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,two_plus_one,83000
107,no,yes,estate,me_hipoteke,2020,8Medreseja_TreguIndustrial,two_plus_one,107000
75,no,yes,estate,me_hipoteke,2020,9Qender,two_plus_one,150000
83,no,yes,estate,me_hipoteke,2020,9Qender,two_plus_one,99000
106,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,two_plus_one,90100
56,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,one_plus_one,65000
56,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,one_plus_one,61000
81,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,98000
78,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,one_plus_one,93600
61,no,yes,estate,me_hipoteke,2020,9Qender,one_plus_one,82000
91,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,75530
145,no,yes,estate,me_hipoteke,2020,5Blloku,two_plus_one,80000
90,no,yes,estate,me_hipoteke,2020,2Rr.eElbasanit_ShkollaBaletit,one_plus_one,90000
89,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,67000
104,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,79000
90,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,68000
74,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,56000
79,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,60000
120,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,82000
86,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,61000
62,no,yes,estate,me_hipoteke,2020,2QytetiStudenti_Sauk,one_plus_one,62000
109,no,yes,estate,me_hipoteke,2020,11Laprake_Spitaliushtarak_Dogana,two_plus_one,120000
118,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,124000
83,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,63000
63,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,66500
98,no,yes,estate,me_hipoteke,2020,7Parku_Globe_FabrikaBukes,two_plus_one,93100
120,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,82000
112,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,67000
114,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,86380
76,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,two_plus_one,121600
84,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,two_plus_one,79990
96,no,yes,estate,me_hipoteke,2020,2Rr.eElbasanit_ShkollaBaletit,two_plus_one,120000
106,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,67000
90,no,yes,estate,me_hipoteke,2020,8ConcordCenter_5Maji,one_plus_one,72000
109,no,yes,estate,me_hipoteke,2020,7FushaAviacionit,two_plus_one,81750
89,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,one_plus_one,76000
106,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,70000
61,no,yes,estate,me_hipoteke,2020,8Medreseja_TreguIndustrial,one_plus_one,56000
100,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,87000
83,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,60000
95,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,93000
54,no,yes,estate,me_hipoteke,2020,2Rr.eElbasanit_ShkollaBaletit,one_plus_one,58000
50,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,one_plus_one,42000
108,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,60000
104,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,87000
155,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,193000
56,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,one_plus_one,61000
81,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,98000
78,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,93600
60,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,40000
112,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,64000
162,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,82000
63,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,66500
66,no,yes,estate,me_hipoteke,2020,9Qender,two_plus_one,93000
105,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,two_plus_one,157500
68,no,yes,estate,me_hipoteke,2020,8ConcordCenter_5Maji,one_plus_one,60000
112,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,137000
112,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,137000
115,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,90100
93,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,58000
130,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,100000
98,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,137500
106,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,76000
56,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,one_plus_one,61000
60,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,62000
116,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,70000
121,no,yes,estate,me_hipoteke,2020,5Blloku,two_plus_one,180000
81,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,98000
91,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,75530
